,CONEXION,SECTOR,CDESTIPSER,MES,AÑO,CATEGORIA,fecha_inicio,hora_inicio,fecha_fin,hora_fin,latitud,longitud,fecha_hora_inicio,fecha_hora_fin,tiempo_resta
724,1950850,S61,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-19,1960-01-01 10:47:00,2025-10-21,1960-01-01 15:50:55.464,-6.4748389198743075,-76.38654157301131,2025-10-19 10:47:00-01:00,2025-10-21 15:50:55.464000-01:00,2
725,2849700,S61,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-13,1960-01-01 01:53:00,2025-12-16,1960-01-01 04:39:23.359,-6.489912034379753,-76.3453655801874,2025-12-13 01:53:00-01:00,2025-12-16 04:39:23.359000-01:00,3
6,929977,S74,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-22,1960-01-01 03:44:00,2025-12-24,1960-01-01 10:12:29.144,-6.49914026260376,-76.38019561767578,2025-12-22 03:44:00-01:00,2025-12-24 10:12:29.144000-01:00,2
10,939250,S74,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-03,1960-01-01 02:20:00,2025-01-06,1960-01-01 14:45:55.828,-6.503754138946533,-76.36409759521484,2025-01-03 02:20:00-01:00,2025-01-06 14:45:55.828000-01:00,3
11,218294,S74,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-02,1960-01-01 10:16:00,2025-06-04,1960-01-01 09:12:37.536,-6.5205183029174805,-76.34722137451172,2025-06-02 10:16:00-01:00,2025-06-04 09:12:37.536000-01:00,1
17,929546,S74,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-26,1960-01-01 02:25:00,2025-12-27,1960-01-01 07:24:19.990,-6.515442848205566,-76.37152862548828,2025-12-26 02:25:00-01:00,2025-12-27 07:24:19.990000-01:00,1
20,939160,S74,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-12,1960-01-01 02:14:00,2025-01-15,1960-01-01 02:11:20.396,-6.497448444366455,-76.3794174194336,2025-01-12 02:14:00-01:00,2025-01-15 02:11:20.396000-01:00,2
27,397990,S72,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-28,1960-01-01 06:58:00,2025-07-02,1960-01-01 01:22:48.482,-6.511751651763916,-76.3707504272461,2025-06-28 06:58:00-01:00,2025-07-02 01:22:48.482000-01:00,3
53,187352,S76,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-12,1960-01-01 07:16:00,2025-09-14,1960-01-01 19:10:53.760,-6.529284477233887,-76.3798828125,2025-09-12 07:16:00-01:00,2025-09-14 19:10:53.760000-01:00,2
58,1217090,S49,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-16,1960-01-01 11:02:00,2025-04-18,1960-01-01 20:40:09.208,-6.500062942504883,-76.36347961425781,2025-04-16 11:02:00-01:00,2025-04-18 20:40:09.208000-01:00,2
83,1214588,S80,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-16,1960-01-01 01:15:00,2025-05-18,1960-01-01 16:12:51.680,-6.475454330444336,-76.36672973632812,2025-05-16 01:15:00-01:00,2025-05-18 16:12:51.680000-01:00,2
88,1434580,S80,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-04,1960-01-01 21:43:00,2025-06-07,1960-01-01 10:52:02.216,-6.495449066162109,-76.35728454589844,2025-06-04 21:43:00-01:00,2025-06-07 10:52:02.216000-01:00,2
99,977048,S46,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-25,1960-01-01 02:07:00,2025-04-26,1960-01-01 17:41:39.972,-6.496218204498291,-76.381591796875,2025-04-25 02:07:00-01:00,2025-04-26 17:41:39.972000-01:00,1
102,1141205,S47,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-21,1960-01-01 11:50:00,2025-06-23,1960-01-01 00:09:41.731,-6.506984233856201,-76.3566665649414,2025-06-21 11:50:00-01:00,2025-06-23 00:09:41.731000-01:00,1
105,1115260,S47,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-11,1960-01-01 17:13:00,2025-07-13,1960-01-01 22:46:36.680,-6.49898624420166,-76.37044525146484,2025-07-11 17:13:00-01:00,2025-07-13 22:46:36.680000-01:00,2
111,1051726,S33,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-14,1960-01-01 19:44:00,2025-02-15,1960-01-01 19:50:44.312,-6.487143516540527,-76.37694549560547,2025-02-14 19:44:00-01:00,2025-02-15 19:50:44.312000-01:00,1
126,1235679,S66,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-25,1960-01-01 14:59:00,2025-01-26,1960-01-01 21:51:41.288,-6.509137153625488,-76.3526382446289,2025-01-25 14:59:00-01:00,2025-01-26 21:51:41.288000-01:00,1
127,1268437,S66,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-14,1960-01-01 20:05:00,2025-04-16,1960-01-01 20:25:17.872,-6.479914665222168,-76.37136840820312,2025-04-14 20:05:00-01:00,2025-04-16 20:25:17.872000-01:00,2
129,1289155,S66,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-27,1960-01-01 16:56:00,2025-06-30,1960-01-01 17:45:56.660,-6.48052978515625,-76.39056396484375,2025-06-27 16:56:00-01:00,2025-06-30 17:45:56.660000-01:00,3
134,2243540,S66,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-18,1960-01-01 14:46:00,2025-03-21,1960-01-01 06:17:53.296,-6.504523277282715,-76.34877014160156,2025-03-18 14:46:00-01:00,2025-03-21 06:17:53.296000-01:00,2
171,2232720,S78,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-29,1960-01-01 18:14:00,2025-04-01,1960-01-01 13:30:22.260,-6.488527774810791,-76.34613800048828,2025-03-29 18:14:00-01:00,2025-04-01 13:30:22.260000-01:00,2
177,586566,S57,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-17,1960-01-01 16:24:00,2025-03-20,1960-01-01 04:49:33.610,-6.538358211517334,-76.37369537353516,2025-03-17 16:24:00-01:00,2025-03-20 04:49:33.610000-01:00,2
182,600697,S57,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-16,1960-01-01 08:01:00,2025-09-19,1960-01-01 19:23:18.520,-6.493295669555664,-76.34970092773438,2025-09-16 08:01:00-01:00,2025-09-19 19:23:18.520000-01:00,3
200,2257140,S68,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-05,1960-01-01 11:34:00,2025-09-07,1960-01-01 09:17:46.914,-6.489450454711914,-76.368896484375,2025-09-05 11:34:00-01:00,2025-09-07 09:17:46.914000-01:00,1
210,638168,S73,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-26,1960-01-01 16:59:00,2025-04-30,1960-01-01 02:02:12.041,-6.472224235534668,-76.36827850341797,2025-04-26 16:59:00-01:00,2025-04-30 02:02:12.041000-01:00,3
211,2374839,S73,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-10,1960-01-01 15:45:00,2025-01-13,1960-01-01 20:03:21.960,-6.500370502471924,-76.34056854248047,2025-01-10 15:45:00-01:00,2025-01-13 20:03:21.960000-01:00,3
212,2357657,S73,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-04,1960-01-01 12:08:00,2025-12-08,1960-01-01 01:50:29.432,-6.502677917480469,-76.368896484375,2025-12-04 12:08:00-01:00,2025-12-08 01:50:29.432000-01:00,3
235,2841502,S39,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-24,1960-01-01 16:19:00,2025-02-26,1960-01-01 07:50:31.640,-6.485451698303223,-76.36084747314453,2025-02-24 16:19:00-01:00,2025-02-26 07:50:31.640000-01:00,1
237,2420440,S39,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-12,1960-01-01 02:08:00,2025-09-14,1960-01-01 19:24:37.120,-6.479145526885986,-76.38050079345703,2025-09-12 02:08:00-01:00,2025-09-14 19:24:37.120000-01:00,2
255,2881737,S60,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-12,1960-01-01 16:58:00,2025-11-14,1960-01-01 16:47:31.924,-6.507599353790283,-76.37261199951172,2025-11-12 16:58:00-01:00,2025-11-14 16:47:31.924000-01:00,1
256,2455584,S60,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-24,1960-01-01 05:14:00,2025-07-26,1960-01-01 16:10:54.880,-6.489758014678955,-76.36920166015625,2025-07-24 05:14:00-01:00,2025-07-26 16:10:54.880000-01:00,2
257,1593539,S75,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-24,1960-01-01 01:43:00,2025-04-26,1960-01-01 08:31:11.918,-6.496525764465332,-76.368896484375,2025-04-24 01:43:00-01:00,2025-04-26 08:31:11.918000-01:00,2
263,2438516,S75,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-12,1960-01-01 01:08:00,2025-09-13,1960-01-01 23:53:27.208,-6.474377632141113,-76.35790252685547,2025-09-12 01:08:00-01:00,2025-09-13 23:53:27.208000-01:00,1
296,2482836,S42,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-12,1960-01-01 20:15:00,2025-02-16,1960-01-01 16:51:11.944,-6.480837345123291,-76.35480499267578,2025-02-12 20:15:00-01:00,2025-02-16 16:51:11.944000-01:00,3
308,2151387,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-25,1960-01-01 23:17:00,2025-02-27,1960-01-01 16:34:27.752,-6.471609115600586,-76.37508392333984,2025-02-25 23:17:00-01:00,2025-02-27 16:34:27.752000-01:00,1
317,2610122,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-26,1960-01-01 07:29:00,2025-02-28,1960-01-01 09:47:25.088,-6.500678062438965,-76.36006927490234,2025-02-26 07:29:00-01:00,2025-02-28 09:47:25.088000-01:00,2
318,1582961,S24,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-17,1960-01-01 15:25:00,2025-03-19,1960-01-01 05:08:12.458,-6.473762035369873,-76.39118194580078,2025-03-17 15:25:00-01:00,2025-03-19 05:08:12.458000-01:00,1
327,452245,S70,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-28,1960-01-01 14:18:00,2025-01-30,1960-01-01 23:55:42.360,-6.476222991943359,-76.39799499511719,2025-01-28 14:18:00-01:00,2025-01-30 23:55:42.360000-01:00,2
341,2811330,S37,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 19:18:00,2025-02-22,1960-01-01 09:16:32.026,-6.478991985321045,-76.40032196044922,2025-02-18 19:18:00-01:00,2025-02-22 09:16:32.026000-01:00,3
349,2330813,S65,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 13:01:00,2025-02-18,1960-01-01 06:52:48.774,-6.486528396606445,-76.35078430175781,2025-02-15 13:01:00-01:00,2025-02-18 06:52:48.774000-01:00,2
366,860145,S59,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-22,1960-01-01 01:27:00,2025-11-25,1960-01-01 23:55:52.792,-6.5020623207092285,-76.35821533203125,2025-11-22 01:27:00-01:00,2025-11-25 23:55:52.792000-01:00,3
377,864516,S59,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-30,1960-01-01 03:47:00,2025-11-02,1960-01-01 18:08:11.832,-6.503293037414551,-76.35774993896484,2025-10-30 03:47:00-01:00,2025-11-02 18:08:11.832000-01:00,3
387,2270436,S27,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-12,1960-01-01 22:33:00,2025-01-14,1960-01-01 08:23:44.984,-6.51359748840332,-76.3693618774414,2025-01-12 22:33:00-01:00,2025-01-14 08:23:44.984000-01:00,1
391,2361890,S27,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-20,1960-01-01 10:19:00,2025-10-21,1960-01-01 20:25:15.400,-6.483605861663818,-76.3839111328125,2025-10-20 10:19:00-01:00,2025-10-21 20:25:15.400000-01:00,1
399,988448,S45,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-30,1960-01-01 14:41:00,2025-12-02,1960-01-01 16:24:41.708,-6.492526531219482,-76.36811828613281,2025-11-30 14:41:00-01:00,2025-12-02 16:24:41.708000-01:00,2
439,804218,S77,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-11,1960-01-01 04:23:00,2025-02-14,1960-01-01 18:40:41.088,-6.49575662612915,-76.35140228271484,2025-02-11 04:23:00-01:00,2025-02-14 18:40:41.088000-01:00,3
445,2781326,S77,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-14,1960-01-01 10:44:00,2025-12-18,1960-01-01 00:27:03.435,-6.482068061828613,-76.39242553710938,2025-12-14 10:44:00-01:00,2025-12-18 00:27:03.435000-01:00,3
447,2238770,S77,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-23,1960-01-01 20:38:00,2025-12-26,1960-01-01 12:32:53.140,-6.5014472007751465,-76.356201171875,2025-12-23 20:38:00-01:00,2025-12-26 12:32:53.140000-01:00,2
450,776189,S77,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-17,1960-01-01 09:54:00,2025-03-19,1960-01-01 22:34:18.832,-6.467302322387695,-76.3930435180664,2025-03-17 09:54:00-01:00,2025-03-19 22:34:18.832000-01:00,2
452,776568,S77,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-14,1960-01-01 12:53:00,2025-03-18,1960-01-01 01:29:12.299,-6.498217582702637,-76.37601470947266,2025-03-14 12:53:00-01:00,2025-03-18 01:29:12.299000-01:00,3
460,814352,S77,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-12,1960-01-01 17:34:00,2025-10-15,1960-01-01 05:10:03.620,-6.492988109588623,-76.35248565673828,2025-10-12 17:34:00-01:00,2025-10-15 05:10:03.620000-01:00,2
461,1870708,S77,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-21,1960-01-01 15:57:00,2025-07-23,1960-01-01 20:17:22.944,-6.477299690246582,-76.35945129394531,2025-07-21 15:57:00-01:00,2025-07-23 20:17:22.944000-01:00,2
469,1558916,S79,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-26,1960-01-01 15:47:00,2025-12-28,1960-01-01 10:20:18.372,-6.511290550231934,-76.3712158203125,2025-12-26 15:47:00-01:00,2025-12-28 10:20:18.372000-01:00,1
476,1569156,S79,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-28,1960-01-01 12:11:00,2025-01-31,1960-01-01 22:53:04.824,-6.479453086853027,-76.368896484375,2025-01-28 12:11:00-01:00,2025-01-31 22:53:04.824000-01:00,3
479,726748,S79,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-31,1960-01-01 14:58:00,2025-08-02,1960-01-01 00:18:28.793,-6.482836723327637,-76.3589859008789,2025-07-31 14:58:00-01:00,2025-08-02 00:18:28.793000-01:00,1
484,744522,S40,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-08,1960-01-01 10:58:00,2025-11-10,1960-01-01 10:33:08.620,-6.496218204498291,-76.37911224365234,2025-11-08 10:58:00-01:00,2025-11-10 10:33:08.620000-01:00,1
491,737841,S40,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-08,1960-01-01 03:09:00,2025-06-10,1960-01-01 23:04:27.728,-6.485913276672363,-76.35295104980469,2025-06-08 03:09:00-01:00,2025-06-10 23:04:27.728000-01:00,2
494,691725,S7,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-17,1960-01-01 03:28:00,2025-08-18,1960-01-01 17:42:29.952,-6.477146148681641,-76.37338256835938,2025-08-17 03:28:00-01:00,2025-08-18 17:42:29.952000-01:00,1
495,1850440,S7,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-23,1960-01-01 06:28:00,2025-05-26,1960-01-01 16:03:45.824,-6.529284477233887,-76.38066101074219,2025-05-23 06:28:00-01:00,2025-05-26 16:03:45.824000-01:00,3
501,2024571,S82,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-19,1960-01-01 15:53:00,2025-08-21,1960-01-01 23:26:19.496,-6.509598731994629,-76.35945129394531,2025-08-19 15:53:00-01:00,2025-08-21 23:26:19.496000-01:00,2
502,892889,S82,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-31,1960-01-01 10:22:00,2026-01-03,1960-01-01 13:56:09.224,-6.477453708648682,-76.38777923583984,2025-12-31 10:22:00-01:00,2026-01-03 13:56:09.224000-01:00,3
520,1812616,S54,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-17,1960-01-01 05:11:00,2025-07-19,1960-01-01 00:05:06.117,-6.493757247924805,-76.35651397705078,2025-07-17 05:11:00-01:00,2025-07-19 00:05:06.117000-01:00,1
532,86326,S83,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-18,1960-01-01 07:32:00,2025-09-19,1960-01-01 12:33:30.028,-6.496371746063232,-76.37586212158203,2025-09-18 07:32:00-01:00,2025-09-19 12:33:30.028000-01:00,1
536,112383,S83,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-24,1960-01-01 07:20:00,2025-12-26,1960-01-01 12:16:44.196,-6.481606483459473,-76.35295104980469,2025-12-24 07:20:00-01:00,2025-12-26 12:16:44.196000-01:00,2
546,1593090,S51,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-25,1960-01-01 10:50:00,2025-04-28,1960-01-01 04:17:57.805,-6.477453708648682,-76.39134216308594,2025-04-25 10:50:00-01:00,2025-04-28 04:17:57.805000-01:00,2
556,1678170,S51,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-24,1960-01-01 11:24:00,2025-02-27,1960-01-01 15:35:56.228,-6.512059688568115,-76.36920166015625,2025-02-24 11:24:00-01:00,2025-02-27 15:35:56.228000-01:00,3
560,656960,S51,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-20,1960-01-01 15:32:00,2025-01-24,1960-01-01 14:08:50.640,-6.475607872009277,-76.37338256835938,2025-01-20 15:32:00-01:00,2025-01-24 14:08:50.640000-01:00,3
565,2041753,S63,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-21,1960-01-01 11:22:00,2025-02-22,1960-01-01 16:40:54.440,-6.489142894744873,-76.36781311035156,2025-02-21 11:22:00-01:00,2025-02-22 16:40:54.440000-01:00,1
567,1189086,S20,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-27,1960-01-01 16:47:00,2025-03-01,1960-01-01 04:28:15.371,-6.48822021484375,-76.37973022460938,2025-02-27 16:47:00-01:00,2025-03-01 04:28:15.371000-01:00,1
576,1182954,S20,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-03,1960-01-01 09:42:00,2025-07-06,1960-01-01 18:57:41.088,-6.482529163360596,-76.35480499267578,2025-07-03 09:42:00-01:00,2025-07-06 18:57:41.088000-01:00,3
583,1188916,S20,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-12,1960-01-01 10:59:00,2025-02-13,1960-01-01 13:43:27.144,-6.51698112487793,-76.37136840820312,2025-02-12 10:59:00-01:00,2025-02-13 13:43:27.144000-01:00,1
607,164820,S84,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-21,1960-01-01 17:28:00,2025-09-23,1960-01-01 16:16:54.380,-6.4969868659973145,-76.36781311035156,2025-09-21 17:28:00-01:00,2025-09-23 16:16:54.380000-01:00,1
611,3054249,S84,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-22,1960-01-01 10:02:00,2025-11-24,1960-01-01 21:54:32.664,-6.5454325675964355,-76.3602294921875,2025-11-22 10:02:00-01:00,2025-11-24 21:54:32.664000-01:00,2
618,773239,S84,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-30,1960-01-01 07:35:00,2025-04-01,1960-01-01 21:29:07.368,-6.493603229522705,-76.34242248535156,2025-03-30 07:35:00-01:00,2025-04-01 21:29:07.368000-01:00,2
623,2441145,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-31,1960-01-01 04:20:00,2026-01-01,1960-01-01 04:24:17.005,-6.48052978515625,-76.38684844970703,2025-12-31 04:20:00-01:00,2026-01-01 04:24:17.005000-01:00,1
628,1686695,S84,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-16,1960-01-01 22:28:00,2025-01-20,1960-01-01 05:59:00.974,-6.508829593658447,-76.37679290771484,2025-01-16 22:28:00-01:00,2025-01-20 05:59:00.974000-01:00,3
632,1521669,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-18,1960-01-01 15:48:00,2025-12-20,1960-01-01 14:57:58.520,-6.481914043426514,-76.36688232421875,2025-12-18 15:48:00-01:00,2025-12-20 14:57:58.520000-01:00,1
641,1541643,S25,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-17,1960-01-01 14:49:00,2025-12-21,1960-01-01 05:56:13.218,-6.500370502471924,-76.35527038574219,2025-12-17 14:49:00-01:00,2025-12-21 05:56:13.218000-01:00,3
